field_1,ID2,lat,long,el,Aspect,Profilecurv,Tangentialc,Slope,PNWSRTMDEM
"484","75288248",45.3709750000,-122.5780361100,".",214.0366821300,-0.0017653451,-0.0005076145,5.0162057877,43.0000000000
"485","75288741",45.3709750000,-122.5780361100,".",214.0366821300,-0.0017653451,-0.0005076145,5.0162057877,43.0000000000
"486","75289130",45.3672583330,-122.5823916700,".",42.9023094180,0.0001736662,0.0002448267,2.0113344193,42.0000000000
"487","75318152",47.2118800000,-122.5353250000,".",81.0179519650,-0.0018913746,0.0003121406,3.2116999626,115.0000000000
"488","75328214",48.5411462220,-122.1721506500,".",302.6293640100,-0.0000116050,-0.0004436394,3.8844084740,140.0000000000
"489","75331496",47.1251281500,-116.6127457000,".",,,,,
"490","75349356",45.3658027780,-122.5810638900,".",128.2938385000,0.0002895529,0.0002356751,1.7505805492,44.0000000000
"491","75364667",48.4759829720,-123.3335679700,".",39.9918403630,0.0005146993,-0.0002319890,2.2283182144,44.0000000000
"492","75366277",45.3844472220,-122.4195972200,".",36.7060356140,0.0004935093,-0.0003010876,3.1473999023,56.0000000000
"493","75400898",45.5457583330,-122.5661805600,".",259.2268066400,-0.0018342294,0.0011432681,3.6837046146,177.0000000000
"494","75402641",45.3839583330,-122.4197555600,".",49.2884597780,0.0003241412,-0.0006054803,3.3842713833,58.0000000000
"495","75457035",48.5360709350,-123.4302126000,".",148.3086547900,0.0010278283,-0.0019848465,5.7385287285,100.0000000000
"496","75463849",48.5368670560,-123.4305381000,".",226.7559356700,-0.0001417118,0.0014852034,12.8941154480,105.0000000000
"497","75466278",48.5372102880,-123.4304823200,".",212.4402771000,-0.0001963981,0.0017525804,12.1402015690,109.0000000000
"498","75511114",45.6492861110,-122.7620833300,".",132.3853607200,0.0111765275,0.0332758576,15.5839424130,45.0000000000
"499","75512119",45.6483083330,-122.7636000000,".",167.1209411600,-0.0015605134,-0.0017223613,3.4016041756,14.0000000000
"500","75518626",47.4657904720,-122.1329766900,".",79.7247848510,0.0006192522,-0.0017493757,9.1700973511,39.0000000000
"501","75560764",47.3132763130,-122.1864293800,".",170.4496460000,-0.0009453263,-0.0023229478,9.1388950348,125.0000000000
"502","75565908",45.4714091770,-122.7214840200,".",180.4299163800,-0.0012250569,-0.0007428429,2.3631479740,118.0000000000
"503","75566490",47.3120585130,-122.1762637300,".",155.0177917500,-0.0012284858,-0.0030451810,6.8062176704,133.0000000000
"504","75567911",45.4712550450,-122.7220161600,".",134.6282959000,0.0029619781,0.0012217982,4.0345430374,119.0000000000
"505","75568638",45.4715251790,-122.7225284900,".",142.6709442100,-0.0009184871,-0.0005821270,5.5797095299,114.0000000000
"506","75569027",45.4715810530,-122.7209907300,".",167.6952209500,-0.0008701152,0.0026460381,5.0952053070,121.0000000000
"507","75569298",45.4714437980,-122.7227586900,".",119.7874832200,-0.0013104337,-0.0014316608,4.2282061577,112.0000000000
"508","75569485",45.4715431160,-122.7214778700,".",163.4741973900,0.0009097677,0.0018542239,3.5881340504,120.0000000000
"509","75569831",45.4715002420,-122.7216917700,".",94.3355331420,0.0008371563,0.0010272887,1.8242843151,119.0000000000
"510","75570154",45.4711944280,-122.7220900800,".",148.4465332000,0.0008594266,-0.0013753814,5.0684452057,117.0000000000
"511","75570844",45.4718017390,-122.7210073900,".",167.6952209500,-0.0008701152,0.0026460381,5.0952053070,121.0000000000
"513","75571653",45.4709691230,-122.7219081100,".",118.1125183100,0.0004400277,0.0013016270,3.9546623230,120.0000000000
"514","75571770",45.4713502060,-122.7228506600,".",119.7874832200,-0.0013104337,-0.0014316608,4.2282061577,112.0000000000
"515","75572036",45.4712310990,-122.7219676200,".",129.0392608600,0.0021914893,0.0000489012,3.3323712349,119.0000000000
"516","75584154",45.4713134770,-122.7219157400,".",134.6282959000,0.0029619781,0.0012217982,4.0345430374,119.0000000000
"517","75586671",45.4712468600,-122.7218844800,".",129.0392608600,0.0021914893,0.0000489012,3.3323712349,119.0000000000
"518","75599170",45.5909277780,-122.7545555600,".",47.8488731380,-0.0003855338,0.0003405277,2.9255614281,43.0000000000
"519","75674889",45.5170610000,-122.7048940000,".",275.7353820800,-0.0021797204,-0.0032393492,8.6985101700,133.0000000000
"520","75868865",45.5209615900,-122.7020033200,".",252.2822418200,0.0002874232,0.0038230489,10.8455905910,112.0000000000
"521","75872644",45.5210192690,-122.7017770400,".",257.1222534200,0.0029711409,0.0046335612,9.4151048660,120.0000000000
"522","75874917",45.5211035800,-122.7014824900,".",297.7742004400,0.0027126397,0.0046658767,11.0446357730,118.0000000000
"523","75876301",47.1247023400,-116.6125489700,".",,,,,
"524","75983648",45.5726354060,-122.6117502900,".",198.8282165500,0.0012534299,0.0012904165,3.1883831024,14.0000000000
"525","76047406",45.2965250000,-122.3610833300,".",270.6596679700,-0.0021153213,-0.0015494021,6.3235893250,97.0000000000
"526","76049215",45.2965250000,-122.3610833300,".",270.6596679700,-0.0021153213,-0.0015494021,6.3235893250,97.0000000000
"527","76051057",45.2956833330,-122.3643666700,".",58.6294975280,-0.0086674653,-0.0009011862,17.6827163700,108.0000000000
"528","76051796",45.2951333330,-122.3640361100,".",47.1439094540,-0.0003436595,0.0008593221,22.0460014340,126.0000000000
"529","76052738",45.2954176370,-122.3622099700,".",138.6017303500,-0.0058126543,-0.0029822423,7.6411719322,94.0000000000
"530","76053291",45.2972750000,-122.3488722200,".",78.7618637080,-0.0018066954,-0.0066765747,9.0312891006,130.0000000000
"531","76054693",45.2992277780,-122.3586166700,".",160.9840240500,0.0014086814,0.0000095065,9.1772308350,110.0000000000
"532","76164481",47.2105833330,-122.5343466700,".",25.3310852050,0.0003265129,0.0003222138,6.7951340675,115.0000000000
"533","76168739",47.0708833330,-122.9763200000,".",191.5801086400,0.0005222447,-0.0015390081,4.1408405304,61.0000000000
"534","76207008",49.1996737630,-122.4023231400,".",350.6484069800,-0.0150592402,0.0000341068,25.0312919620,53.0000000000
"535","76299392",45.2949980580,-122.3649766700,".",40.1850051880,0.0087085459,0.0018087275,9.9873771667,145.0000000000
"536","76308690",47.5630141620,-122.3514437700,".",155.3786010700,0.0012939452,-0.0001433617,1.1251851320,3.0000000000
"537","76318112",45.6572007540,-121.8677334400,".",119.2027435300,-0.0104949558,-0.0053773196,29.5706348420,292.0000000000
"538","76342430",45.2994250000,-122.3543277800,".",250.6755676300,0.0015335120,-0.0004151650,5.5930767059,137.0000000000
"539","76351038",48.5333106600,-123.4391660200,".",163.7971496600,0.0017997801,0.0007313725,3.8353950977,49.0000000000
"540","76386517",45.2993388890,-122.3520416700,".",64.9128341670,-0.0038807634,-0.0024920469,14.7524061200,102.0000000000
"541","76389103",45.2978416670,-122.3496805600,".",37.6437416080,-0.0002282944,-0.0002747794,15.6378393170,134.0000000000
"542","76439466",45.2980361110,-122.3728472200,".",41.7588081360,0.0043867631,0.0012346330,17.9088153840,170.0000000000
"543","76443010",45.3075027780,-122.3655861100,".",238.1781616200,0.0025562684,0.0026683353,6.1666879654,93.0000000000
"544","76444995",45.3076972220,-122.3651250000,".",79.2208709720,0.0006216459,0.0038296995,7.6809873581,91.0000000000
"545","76447094",45.3065333330,-122.3663833300,".",287.7392272900,-0.0024277351,0.0003498885,2.8286845684,86.0000000000
"546","76605285",45.4555833330,-122.6732222200,".",159.6766662600,-0.0001509916,0.0014551867,3.4040584564,151.0000000000
"547","76624870",45.4559138890,-122.6704611100,".",65.2248229980,0.0003869561,0.0015800595,10.5699663160,135.0000000000
"548","76629311",45.4566555560,-122.6703138900,".",28.8361625670,-0.0016395663,-0.0008081741,12.3033256530,120.0000000000
"549","76631592",45.4566527780,-122.6710166700,".",40.9170341490,0.0014930839,0.0001959390,12.3792924880,134.0000000000
"550","76640463",45.4566944440,-122.6720722200,".",57.8381156920,0.0022267478,0.0018024645,7.2793307304,143.0000000000
"551","76666696",45.4554611110,-122.6745638900,".",238.9789733900,0.0006178037,0.0006248922,2.2382974625,150.0000000000
"552","76667766",45.4554805560,-122.6745472200,".",238.9789733900,0.0006178037,0.0006248922,2.2382974625,150.0000000000
"553","76690954",47.3778633330,-122.9755333300,".",122.6340332000,-0.0027213560,0.0015753496,7.1218662262,4.0000000000
"554","76696107",45.4555361110,-122.6752611100,".",234.5158996600,0.0008455316,0.0003532185,2.8175241947,149.0000000000
"555","76700302",45.3810972220,-122.6280083300,".",232.0036010700,0.0005506680,-0.0006092984,6.6607246399,58.0000000000
"556","76709504",45.5228880140,-122.7029508400,".",271.4100647000,-0.0008550816,0.0007176240,3.8550696373,123.0000000000
"557","76722420",45.5235256400,-122.7036743400,".",132.1034393300,0.0037189680,0.0019205930,5.7625460625,129.0000000000
"558","76729758",45.5233676300,-122.7039035900,".",240.4958801300,0.0018798052,0.0010361014,3.2325074673,130.0000000000
"559","76733660",45.3816333330,-122.6277500000,".",230.8773498500,0.0008620627,0.0017673086,2.5468611717,64.0000000000
"560","76734896",47.5014300000,-122.4591450000,".",98.3298034670,-0.0014879514,-0.0037224654,7.6397552490,75.0000000000
"561","76754963",45.5233225500,-122.7014898200,".",39.4967308040,0.0029974701,0.0029527193,18.1243190770,105.0000000000
"562","76771331",45.3824805560,-122.6253000000,".",28.2826099400,0.0018585374,-0.0014316730,15.9151430130,30.0000000000
"563","76774849",47.5932500000,-122.1843633300,".",179.4069061300,-0.0033792332,0.0003082233,9.6193037033,15.0000000000
"564","76776436",47.5331283330,-122.1279611700,".",246.0199432400,0.0000343407,0.0013339320,4.8852305412,214.0000000000
"565","76833856",47.5267950000,-122.1256333300,".",51.0561065670,-0.0025804252,-0.0008545449,14.0436410900,238.0000000000
"566","76838542",45.3813861110,-122.6260750000,".",248.2612152100,0.0042258683,0.0017009703,15.0532751080,54.0000000000
"567","76844604",45.3803972220,-122.6263833300,".",31.4091110230,-0.0000548176,-0.0003495903,8.7944707870,54.0000000000
"568","76846077",45.3802222220,-122.6267277800,".",30.3087177280,0.0015429107,-0.0006876756,8.1716547012,57.0000000000
"569","76849887",45.3030250000,-121.8624888900,".",199.9301147500,-0.0019399972,-0.0009037437,3.0036294460,687.0000000000
"570","76851330",45.3030250000,-121.8624888900,".",199.9301147500,-0.0019399972,-0.0009037437,3.0036294460,687.0000000000
"571","76936569",47.7340104700,-123.1541885400,".",212.6398620600,0.0018719423,-0.0021267745,36.5466804500,516.0000000000
"572","76998196",47.3638533330,-123.1645805000,".",280.8400573700,-0.0038505322,-0.0053101024,12.7734584810,41.0000000000
"573","77000399",47.3602633330,-123.1567611700,".",312.3241577100,-0.0043714354,0.0010368970,8.7086696625,0.0000000000
"574","77001270",47.3624083330,-123.1640778300,".",94.7356643680,0.0047829384,0.0058454750,8.9529466629,82.0000000000
"575","77001984",47.3634550000,-123.1600583300,".",34.9482727050,-0.0009133826,-0.0003279826,3.2319958210,20.0000000000
"576","77003271",47.3634533330,-123.1620945000,".",108.5120620700,-0.0044364869,-0.0003433861,12.4663362500,31.0000000000
"577","77029607",45.3067194440,-121.7890277800,".",196.1802673300,0.0028552678,0.0013790067,4.8223366737,1090.0000000000
"578","77043715",49.1091229510,-122.8386877200,".",77.2494888310,-0.0004061729,-0.0004943589,3.4836416245,91.0000000000
"579","77141304",45.2151055560,-121.5205361100,".",316.5344238300,-0.0021723192,-0.0038001970,7.0247998238,1206.0000000000
"580","77271971",49.1612445000,-123.1962283300,".",179.5956878700,-0.0005543812,-0.0000897784,3.6540455818,5.0000000000
"581","77392708",49.3305185000,-122.9914560000,".",231.9484710700,-0.0041594207,-0.0004978981,5.1023726463,233.0000000000
"582","77494290",47.5393676760,-122.3720645700,".",62.4481391910,0.0006602795,-0.0013925921,3.3316514492,137.0000000000
"583","77842743",49.2459959000,-122.9333301000,".",80.1917724610,-0.0005495248,0.0005415570,3.6311433315,25.0000000000
"584","77842848",49.2464091000,-122.9339274000,".",232.5893096900,-0.0013505667,-0.0001729057,3.2777974606,26.0000000000
"585","77848962",48.4958773190,-123.3343011700,".",75.7271194460,-0.0012776096,-0.0031129750,10.3421211240,38.0000000000
"586","77931046",45.5947870830,-122.7148089200,".",173.2489013700,0.0001781025,0.0006713262,2.2944729328,14.0000000000
"587","77949430",49.3101612000,-123.0459756000,".",326.6346740700,0.0032239209,0.0003565777,8.6712512970,22.0000000000
"588","78079304",47.5256950000,-122.2638500000,".",26.5721092220,-0.0000360844,0.0001950651,1.6101574898,14.0000000000
"589","78177706",46.9425666670,-122.9760450000,".",296.4316101100,0.0006784059,0.0002144935,1.1361757517,53.0000000000
"590","78178298",46.9584500000,-122.9926616700,".",124.9122467000,-0.0028897291,-0.0008213121,6.6681823730,50.0000000000
"591","78250182",49.1832134050,-121.9166852700,".",230.2306671100,0.0018336762,0.0024032856,8.4360227585,112.0000000000
"592","78274636",49.2323832000,-123.0869792000,".",283.7664794900,-0.0004024207,0.0001169802,2.9219372272,88.0000000000
"593","78385648",45.4284966780,-123.2315582500,".",44.6136093140,0.0003249135,-0.0011586406,9.5948352814,213.0000000000
"594","78386574",45.4285346070,-123.2313730100,".",51.0581398010,0.0025397579,-0.0008134638,10.3907842640,211.0000000000
"595","78403242",46.9218883330,-122.2623883300,".",52.3248481750,0.0011477618,0.0007150123,7.8557090759,239.0000000000
"596","78404025",46.9219799530,-122.2655187600,".",76.6110153200,0.0024899160,0.0015870484,6.9358649254,247.0000000000
"597","78405805",45.4282787490,-123.2315444200,".",42.0846557620,-0.0017711883,-0.0000456839,9.2371730804,216.0000000000
"598","78405834",45.4282627390,-123.2320850500,".",44.0746116640,0.0019697531,0.0019695868,10.2832660680,224.0000000000
"599","78414054",47.5758974300,-122.5471814800,".",332.4947204600,-0.0031376609,0.0018664910,13.2448844910,24.0000000000
"600","78470567",48.4443860000,-123.3865519700,".",295.4958190900,0.0014754955,0.0009783963,3.7021420002,33.0000000000
"601","78474264",49.1847667690,-122.6163391800,".",254.6261138900,0.0001995886,0.0006614737,1.8471463919,15.0000000000
"602","78489829",47.3814305800,-122.3192108100,".",184.4760131800,-0.0004381621,0.0003762493,3.4152209759,52.0000000000
"603","78497841",48.7309837120,-122.4527995700,".",158.8281097400,-0.0003796340,-0.0014176911,5.8176245689,182.0000000000
"604","78532491",48.4399530000,-123.3787130000,".",174.1566467300,0.0008328705,-0.0013375003,2.3569746017,9.0000000000
"605","78535759",54.3182946000,-130.3039703000,".",,,,,
"606","78538515",47.1347536800,-116.6315416900,".",,,,,
"607","78542679",47.8247799720,-123.0129940000,".",241.7302398700,-0.0014842958,-0.0046686861,5.3882079124,622.0000000000
"608","78549301",46.1813861110,-123.8374833300,".",212.0636901900,-0.0010583955,0.0007178516,2.6703238487,78.0000000000
"609","78568346",49.1990049130,-122.5238031100,".",152.1820526100,-0.0019239348,0.0010982142,20.7955150600,195.0000000000
"610","78600923",47.3815871960,-122.3188506300,".",178.9458160400,-0.0005374502,-0.0002108630,3.7222161293,53.0000000000
"611","78602504",54.2663243790,-130.2638121500,".",,,,,
"612","78604035",47.3815188420,-122.3187657300,".",187.2682189900,0.0003777954,0.0008802349,3.5099425316,54.0000000000
"613","78604361",47.3815242060,-122.3187210500,".",197.5211334200,0.0009888873,0.0006940275,2.7845678329,55.0000000000
"614","78609155",46.2487916670,-123.8630027800,".",286.8305053700,0.0002791904,0.0000763738,6.6596088409,9.0000000000
"615","78614205",45.8456000000,-123.7599333300,".",202.6354217500,0.0034148432,0.0034669340,16.0078506470,168.0000000000
"616","78620270",45.7809388890,-123.4170250000,".",96.7365112300,-0.0040996745,0.0001855908,13.9638614650,560.0000000000
"617","78624632",45.7820055560,-123.4057277800,".",295.8587646500,0.0010632550,0.0054638404,9.8213891983,557.0000000000
"618","78625146",47.3819896110,-122.3216067700,".",201.2067871100,0.0002273288,0.0008377437,1.0307978392,46.0000000000
"619","78625631",47.3817737740,-122.3214492800,".",276.9137268100,-0.0001612513,0.0001352323,1.1695201397,45.0000000000
"620","78626609",47.3819594360,-122.3212611000,".",228.9597015400,0.0004115967,0.0005072444,1.0266227722,46.0000000000
"621","78626989",47.3820383940,-122.3212665500,".",228.9597015400,0.0004115967,0.0005072444,1.0266227722,46.0000000000
"622","78627216",47.3819753200,-122.3213478600,".",228.9597015400,0.0004115967,0.0005072444,1.0266227722,46.0000000000
"623","78627334",47.3819353800,-122.3213517900,".",228.9597015400,0.0004115967,0.0005072444,1.0266227722,46.0000000000
"624","78627406",47.3819497970,-122.3214963000,".",228.9597015400,0.0004115967,0.0005072444,1.0266227722,46.0000000000
"625","78627829",47.3818164410,-122.3213363700,".",228.9597015400,0.0004115967,0.0005072444,1.0266227722,46.0000000000
"626","78627899",47.3818710070,-122.3213637800,".",228.9597015400,0.0004115967,0.0005072444,1.0266227722,46.0000000000
"627","78628293",47.3818702530,-122.3214169200,".",228.9597015400,0.0004115967,0.0005072444,1.0266227722,46.0000000000
"628","78628463",47.3818681990,-122.3213486100,".",228.9597015400,0.0004115967,0.0005072444,1.0266227722,46.0000000000
"629","78629139",47.3818644700,-122.3213473500,".",228.9597015400,0.0004115967,0.0005072444,1.0266227722,46.0000000000
"630","78629438",47.3818193330,-122.3213439200,".",228.9597015400,0.0004115967,0.0005072444,1.0266227722,46.0000000000
"631","78629611",47.3818266670,-122.3213388000,".",228.9597015400,0.0004115967,0.0005072444,1.0266227722,46.0000000000
"632","78629848",47.3818492560,-122.3213621000,".",228.9597015400,0.0004115967,0.0005072444,1.0266227722,46.0000000000
"633","78632126",47.3818456940,-122.3212929500,".",228.9597015400,0.0004115967,0.0005072444,1.0266227722,46.0000000000
"634","78632275",47.3819081390,-122.3212785400,".",228.9597015400,0.0004115967,0.0005072444,1.0266227722,46.0000000000
"635","78632335",47.3819007630,-122.3212536400,".",228.9597015400,0.0004115967,0.0005072444,1.0266227722,46.0000000000
"636","78632829",47.3819246520,-122.3217543800,".",201.2067871100,0.0002273288,0.0008377437,1.0307978392,46.0000000000
"637","78632926",47.3819043670,-122.3217081900,".",201.2067871100,0.0002273288,0.0008377437,1.0307978392,46.0000000000
"638","78633395",47.3819080550,-122.3217864800,".",201.2067871100,0.0002273288,0.0008377437,1.0307978392,46.0000000000
"639","78633614",47.3819236880,-122.3217979600,".",201.2067871100,0.0002273288,0.0008377437,1.0307978392,46.0000000000
"640","78633693",47.3818822810,-122.3219274600,".",188.4238739000,-0.0001264548,0.0002870892,1.0429282188,45.0000000000
"641","78634103",47.3818918780,-122.3219549600,".",188.4238739000,-0.0001264548,0.0002870892,1.0429282188,45.0000000000
"642","78780019",47.6261633330,-122.3254250000,".",102.1957321200,-0.0016868005,-0.0004281922,2.5810911655,83.0000000000
"643","78781760",47.6309300000,-122.3245783300,".",143.8568267800,-0.0044099828,0.0000364115,16.5697402950,54.0000000000
"644","78785211",47.0317877880,-122.8870602700,".",69.4002304080,-0.0021841414,-0.0010724390,8.9799327850,35.0000000000
"645","78799651",47.0234305000,-122.3719250000,".",229.0331726100,0.0008664720,0.0014814093,1.6384512186,148.0000000000
"646","78799751",46.9999283330,-122.3595283300,".",221.9772491500,-0.0000754363,0.0005770688,2.9448711872,213.0000000000
"647","78799864",46.9986283330,-122.3590866700,".",308.1168518100,-0.0001628708,-0.0004737042,5.8260569572,205.0000000000
"648","78799974",46.9818333330,-122.3579250000,".",311.5149841300,0.0005212745,0.0003433711,2.7835431099,191.0000000000
"649","78800052",46.9826283330,-122.2825783300,".",151.0386657700,0.0008252044,0.0002565341,2.2505717278,204.0000000000
"650","78800152",46.9745250000,-122.2426616700,".",338.9148864700,-0.0011421872,0.0000928425,5.6872606277,214.0000000000
"651","78844909",45.3949606800,-122.7738871000,".",196.2656555200,0.0024858816,-0.0007701083,5.2371921539,42.0000000000
"652","78890579",45.7175888890,-123.9161833300,".",186.2039032000,-0.0014721157,-0.0005501847,1.9097418785,14.0000000000
"653","78891107",45.7187611110,-123.9342222200,".",243.8076019300,-0.0007909667,-0.0004343003,4.0605759621,20.0000000000
"654","78927843",49.3113098000,-123.0173972000,".",87.0700988770,-0.0007272566,-0.0001790034,3.2825725079,17.0000000000
"655","78928189",49.3075648000,-123.0206368000,".",184.8999633800,0.0021767356,0.0009174342,5.7505764961,16.0000000000
"656","78943497",45.7879527780,-123.4462333300,".",223.8830871600,-0.0021375543,0.0016289934,20.5644855500,497.0000000000
"657","79043177",54.2492406770,-130.2002631600,".",,,,,
"658","79152102",48.6205736260,-122.9297278400,".",40.7186698910,-0.0001480255,-0.0020088961,7.1287140846,154.0000000000
"659","79177881",48.3927466670,-122.4460133300,".",256.1286010700,0.0025036009,0.0021170913,5.2535076141,33.0000000000
"660","79241066",47.5413433070,-122.1400124200,".",237.1889495800,-0.0008959932,-0.0019897993,7.2939014435,158.0000000000
"661","79312199",47.4908116670,-121.7264716700,".",295.9383850100,0.0001975627,0.0002358443,22.1476001740,288.0000000000
"662","79313397",47.5042716670,-121.7404333300,".",231.5892334000,-0.0005944538,0.0043707136,17.7564659120,1133.0000000000
"663","79314214",47.4965833330,-121.7326666700,".",297.9175109900,0.0006985669,0.0019918417,15.8695058820,659.0000000000
"664","79330359",47.6458450000,-122.5385883300,".",189.5540924100,-0.0016682094,0.0001118352,4.8413267136,74.0000000000
"665","79403269",45.4887771060,-122.4955972000,".",35.9677391050,-0.0028087536,-0.0000234807,9.1888256073,142.0000000000
"666","79603325",48.4546479720,-123.3528560000,".",272.7818603500,-0.0012701524,0.0000322123,1.7151396275,60.0000000000
"667","79687164",47.7612479730,-122.4773598800,".",220.3394470200,-0.0013534289,-0.0016724388,2.7942922115,56.0000000000
"668","79689651",47.7612289040,-122.4775213200,".",278.8746032700,-0.0017674938,-0.0012638671,3.1010119915,56.0000000000
"669","79693489",47.7609568790,-122.4771285900,".",197.3108978300,-0.0011132446,-0.0005516708,2.9435348511,56.0000000000
"670","79730671",49.3379563000,-123.2509091000,".",323.1098938000,-0.0013154276,0.0009043898,7.3196525574,11.0000000000
"671","79734615",45.4341972220,-122.5579833300,".",143.9482574500,0.0027387196,0.0030181268,4.5423727036,104.0000000000
"672","79734782",45.4341639130,-122.5578345400,".",146.6765441900,0.0002407843,0.0027763359,3.2505822182,104.0000000000
"673","79795380",45.5148300000,-122.7184133300,".",71.4947738650,0.0035195451,-0.0012531243,11.6532049180,264.0000000000
"674","79798662",45.5146951810,-122.7183352300,".",71.4947738650,0.0035195451,-0.0012531243,11.6532049180,264.0000000000
"675","79802035",45.5148046850,-122.7181148200,".",92.1422195430,0.0038374639,-0.0032231240,11.1063804630,263.0000000000
"676","79805855",45.5143433310,-122.7156651000,".",83.3129959110,0.0053403820,0.0007681517,11.1082096100,267.0000000000
"677","79809971",45.5135813550,-122.7194119600,".",109.1203537000,0.0019426954,-0.0003357759,2.1780600548,272.0000000000
"678","79812540",45.5136650790,-122.7195340500,".",109.1203537000,0.0019426954,-0.0003357759,2.1780600548,272.0000000000
"679","79852049",48.4852292830,-123.3961022200,".",218.1026153600,0.0012991753,0.0021586707,7.6001768112,28.0000000000
"680","79859050",48.4852907010,-123.3957060800,".",237.8849945100,0.0013625938,0.0021240832,5.8885226250,30.0000000000
"681","79874164",48.4634000000,-123.4097799700,".",274.2240600600,0.0009677928,0.0009784573,3.6642532349,36.0000000000
"682","80027083",48.5420481260,-122.1011530600,".",272.2420349100,-0.0023372462,-0.0018904357,11.8894662860,196.0000000000
"683","80028063",48.5418935700,-122.1014352900,".",281.1021423300,-0.0017445839,-0.0012799511,12.6532688140,197.0000000000
"684","80029654",48.5416747050,-122.1012114100,".",266.9836120600,-0.0013611628,-0.0011136555,8.6357994080,191.0000000000
"685","80036061",48.5429446930,-122.0992625600,".",267.3135376000,-0.0000095605,-0.0006602843,16.4955272670,236.0000000000
"686","80037345",48.5427481570,-122.1006682900,".",256.2563171400,0.0001479747,-0.0001834486,16.4902343750,224.0000000000
"687","80068595",47.4594416670,-121.6123883300,".",171.2280731200,0.0056328261,0.0000747433,18.6547336580,937.0000000000
"688","80068716",47.4754116670,-121.6247633300,".",175.7815246600,-0.0003056541,0.0003882262,16.8825092320,661.0000000000
"689","80069068",47.4897883330,-121.6381450000,".",38.6479949950,0.0014678100,0.0014768294,5.8454499245,308.0000000000
"690","80150464",47.1233750000,-122.2958666700,".",66.6465606690,0.0001931303,-0.0004459518,1.7851523161,148.0000000000
"691","80156061",46.9037966670,-122.2977616700,".",209.6345062300,0.0026212770,0.0006089880,6.8395810127,246.0000000000
"692","80157099",46.8715283330,-122.3357550000,".",196.3126525900,0.0037213992,0.0024120477,4.4356770515,176.0000000000
"693","80157966",46.8682216670,-122.3398500000,".",154.1649932900,0.0006841379,-0.0002338191,10.2074546810,164.0000000000
"694","80158765",46.8594466670,-122.3521333300,".",319.5236816400,-0.0020205516,0.0012183853,22.4184207920,161.0000000000
"695","80159296",48.4644759720,-123.3468809700,".",26.2226619720,-0.0031982076,-0.0009076631,4.0643739700,62.0000000000
"696","80161723",46.8729666670,-122.3321750000,".",269.5893554700,-0.0016110409,-0.0023568147,7.1917233467,165.0000000000
"697","80190018",49.5581491000,-123.2352118000,".",136.6305084200,-0.0004239035,0.0003162797,5.9469437599,8.0000000000
"698","80190343",49.5519166000,-123.2363358000,".",123.1830520600,-0.0021388086,0.0004847375,4.2027058601,9.0000000000
"699","80256420",47.3090906040,-122.1802914600,".",274.1752319300,0.0018992597,0.0007124731,14.3664436340,137.0000000000
"700","80258047",47.2024805560,-122.4519111100,".",139.1833343500,0.0021724731,0.0010045901,4.1534028053,124.0000000000
"701","80279776",45.2101972220,-122.2737222200,".",93.6521072390,-0.0008084205,-0.0010594981,5.3696026802,469.0000000000
"702","80280181",45.2106250000,-122.2711055600,".",32.0687408450,0.0028630290,-0.0002313907,7.1122055054,474.0000000000
"703","80289561",45.3431500000,-121.9416916700,".",144.0466003400,-0.0027109738,-0.0007709903,3.5136251450,444.0000000000
"704","80291683",47.7660399070,-122.4788183300,".",128.5155029300,0.0020650949,0.0029425530,5.0384788513,46.0000000000
"705","80297041",47.7517263490,-122.4783269100,".",202.7118377700,-0.0011933343,-0.0000471352,2.9533145428,51.0000000000
"706","80305174",48.5530980000,-123.5710880000,".",60.5049476620,0.0000229964,0.0016114630,4.3473091125,275.0000000000
"707","80306022",48.5062450000,-123.5568190000,".",15.5252628330,0.0004040916,-0.0003696276,32.8761177060,150.0000000000
"708","80356718",47.6678019440,-122.3259425000,".",264.9180297900,0.0004892908,0.0005768287,2.5473344326,93.0000000000
"709","80366005",47.6339383330,-122.2941666700,".",41.0153694150,0.0000426449,-0.0005762174,2.8114588261,44.0000000000
"710","80366709",47.6282466670,-122.2940300000,".",258.0387573200,-0.0011413732,-0.0006137051,4.9550437927,38.0000000000
"711","80392535",49.3380297000,-123.0402698000,".",217.9362182600,-0.0001400060,0.0010248908,3.1473319530,146.0000000000
"712","80392698",49.3394880000,-123.0398100000,".",242.3710479700,0.0006285754,0.0021338507,4.9855408669,150.0000000000
"713","80392816",49.3380970000,-123.0405664000,".",212.6478576700,-0.0006881375,0.0004755030,2.6907060146,145.0000000000
"714","80425190",49.3318472000,-123.0440979000,".",168.8984527600,-0.0022800202,-0.0011392006,2.3229496479,138.0000000000
"715","80436016",45.4902498890,-122.2874362700,".",272.8399963400,0.0020920041,-0.0140473060,27.8782310490,110.0000000000
"716","80528576",45.3430194440,-121.9414111100,".",136.9703674300,-0.0027644692,0.0012880032,5.6524057388,446.0000000000
"717","80529761",45.1727895310,-121.6979672800,".",237.8081207300,0.0019251115,0.0013638623,4.5776662827,1127.0000000000
"718","80623868",49.0442270000,-122.8597900000,".",187.6093902600,-0.0014106516,-0.0001177360,3.5270071030,89.0000000000
"719","80637139",54.3119290150,-130.4020970400,".",,,,,
"720","80647843",47.6435971700,-122.3202539200,".",248.2673797600,-0.0005734247,0.0012381440,4.1196384430,53.0000000000
