OID_,field_1,ID2,lat,long,el,Aspect,Profilecurv,Tangentialc,Slope,PNWSRTMDEM,RASTERVALU,VAT_MapunitRaster_10m_Count,VAT_MapunitRaster_10m_MUKEY,muaggatt_OBJECTID,muaggatt_musym,muaggatt_muname,muaggatt_mustatus,muaggatt_slopegraddcp,muaggatt_slopegradwta,muaggatt_brockdepmin,muaggatt_wtdepannmin,muaggatt_wtdepaprjunmin,muaggatt_flodfreqdcd,muaggatt_flodfreqmax,muaggatt_pondfreqprs,muaggatt_aws025wta,muaggatt_aws050wta,muaggatt_aws0100wta,muaggatt_aws0150wta,muaggatt_drclassdcd,muaggatt_drclasswettest,muaggatt_hydgrpdcd,muaggatt_iccdcd,muaggatt_iccdcdpct,muaggatt_niccdcd,muaggatt_niccdcdpct,muaggatt_engdwobdcd,muaggatt_engdwbdcd,muaggatt_engdwbll,muaggatt_engdwbml,muaggatt_engstafdcd,muaggatt_engstafll,muaggatt_engstafml,muaggatt_engsldcd,muaggatt_engsldcp,muaggatt_englrsdcd,muaggatt_engcmssdcd,muaggatt_engcmssmp,muaggatt_urbrecptdcd,muaggatt_urbrecptwta,muaggatt_forpehrtdcp,muaggatt_hydclprs,muaggatt_awmmfpwwta,muaggatt_mukey,component_OBJECTID,component_comppct_l,component_comppct_r,component_comppct_h,component_compname,component_compkind,component_majcompflag,component_otherph,component_localphase,component_slope_l,component_slope_r,component_slope_h,component_slopelenusle_l,component_slopelenusle_r,component_slopelenusle_h,component_runoff,component_tfact,component_wei,component_weg,component_erocl,component_earthcovkind1,component_earthcovkind2,component_hydricon,component_hydricrating,component_drainagecl,component_elev_l,component_elev_r,component_elev_h,component_aspectccwise,component_aspectrep,component_aspectcwise,component_geomdesc,component_albedodry_l,component_albedodry_r,component_albedodry_h,component_airtempa_l,component_airtempa_r,component_airtempa_h,component_map_l,component_map_r,component_map_h,component_reannualprecip_l,component_reannualprecip_r,component_reannualprecip_h,component_ffd_l,component_ffd_r,component_ffd_h,component_nirrcapcl,component_nirrcapscl,component_nirrcapunit,component_irrcapcl,component_irrcapscl,component_irrcapunit,component_cropprodindex,component_constreeshrubgrp,component_wndbrksuitgrp,component_rsprod_l,component_rsprod_r,component_rsprod_h,component_foragesuitgrpid,component_wlgrain,component_wlgrass,component_wlherbaceous,component_wlshrub,component_wlconiferous,component_wlhardwood,component_wlwetplant,component_wlshallowwat,component_wlrangeland,component_wlopenland,component_wlwoodland,component_wlwetland,component_soilslippot,component_frostact,component_initsub_l,component_initsub_r,component_initsub_h,component_totalsub_l,component_totalsub_r,component_totalsub_h,component_hydgrp,component_corcon,component_corsteel,component_taxclname,component_taxorder,component_taxsuborder,component_taxgrtgroup,component_taxsubgrp,component_taxpartsize,component_taxpartsizemod,component_taxceactcl,component_taxreaction,component_taxtempcl,component_taxmoistscl,component_taxtempregime,component_soiltaxedition,component_castorieindex,component_flecolcomnum,component_flhe,component_flphe,component_flsoilleachpot,component_flsoirunoffpot,component_fltemik2use,component_fltriumph2use,component_indraingrp,component_innitrateleachi,component_misoimgmtgrp,component_vasoimgtgrp,component_mukey,component_cokey
163,715,80436016,45.490249888999998,-122.287436270000001,.,272.839996340000027,0.002092004100000,-0.014047306000000,27.878231049000000,110.000000000000000,61782.0000000,,61782,,20F,"Haplumbrepts, very steep",,60.0000000,60.0000000,,,,None,None,0,3.7500000,7.3600001,14.3599997,21.3600006,Well drained,Well drained,B,,81,7,80,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Poor,Not rated,Very limited,1.0000000,Severe,1,1.0000000,61782,,,1,,Aquepts,Taxon above family,No ,,seeps,,,,,,,,,,,,,,Wooded under natural conditions,Yes,,,,,,,,depressions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inceptisols,Aquepts,,,,,,,,,,,,,,,,,N/A,N/A,,,,,61782,20854428
164,716,80528576,45.343019443999999,-121.941411110000004,.,136.970367430000010,-0.002764469200000,0.001288003200000,5.652405738800000,446.000000000000000,2595838.0000000,,2595838,,NOTCOM,No Digital Data Available,,,,,,,,,0,,,,,,,,,100,,100,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,,Not rated,0,,2595838,,,100,,NOTCOM,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,2595838,21831339
165,717,80529761,45.172789530999999,-121.697967280000000,.,237.808120730000013,0.001925111500000,0.001363862300000,4.577666282700000,1127.000000000000000,2595838.0000000,,2595838,,NOTCOM,No Digital Data Available,,,,,,,,,0,,,,,,,,,100,,100,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,,Not rated,0,,2595838,,,100,,NOTCOM,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,2595838,21831339
166,721,80653580,45.518349254999997,-122.715300569999997,.,311.573242189999974,0.002150276000000,0.003347696000000,8.543160438499999,240.000000000000000,61782.0000000,,61782,,20F,"Haplumbrepts, very steep",,60.0000000,60.0000000,,,,None,None,0,3.7500000,7.3600001,14.3599997,21.3600006,Well drained,Well drained,B,,81,7,80,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Poor,Not rated,Very limited,1.0000000,Severe,1,1.0000000,61782,,,1,,Aquepts,Taxon above family,No ,,seeps,,,,,,,,,,,,,,Wooded under natural conditions,Yes,,,,,,,,depressions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inceptisols,Aquepts,,,,,,,,,,,,,,,,,N/A,N/A,,,,,61782,20854428
167,722,80654989,45.517479213999998,-122.715093960000004,.,68.300674438000001,0.001723056500000,0.000994553700000,10.220093727000000,232.000000000000000,61782.0000000,,61782,,20F,"Haplumbrepts, very steep",,60.0000000,60.0000000,,,,None,None,0,3.7500000,7.3600001,14.3599997,21.3600006,Well drained,Well drained,B,,81,7,80,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Poor,Not rated,Very limited,1.0000000,Severe,1,1.0000000,61782,,,1,,Aquepts,Taxon above family,No ,,seeps,,,,,,,,,,,,,,Wooded under natural conditions,Yes,,,,,,,,depressions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inceptisols,Aquepts,,,,,,,,,,,,,,,,,N/A,N/A,,,,,61782,20854428
168,724,80755067,45.514445213000002,-122.718629699999994,.,53.241329192999999,0.002030006600000,0.001350348600000,6.032971859000000,269.000000000000000,61773.0000000,,61773,,17C,"Goble silt loam, 3 to 15 percent slopes",,9.0000000,9.0000000,,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,,85,6,85,Very limited,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Not limited,0.0000000,Severe,0,1.0000000,61773,,,85,,Goble,Series,Yes,,,3.0000000,9.0000000,15.0000000,,,,,4,56,5,,,,,No,Well drained,61.0000000,275.0000000,488.0000000,248,0,113,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,,,,120,143,165,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61773,20854362
169,741,81481815,45.562866667000002,-122.896188890000005,.,165.108428959999998,0.000483047000000,0.000400955200000,1.638005495100000,72.000000000000000,61512.0000000,,61512,,45A,"Woodburn silt loam, 0 to 3 percent slopes",,2.0000000,2.0000000,,64,81,None,None,1,5.0100002,9.9899998,19.8999996,29.8899994,Moderately well drained,Moderately well drained,C,2,85,2,85,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Poor,Poor,Somewhat limited,0.0450000,Slight,1,1.0000000,61512,,,1,,Dayton,Series,No ,,,0.0000000,1.0000000,1.0000000,,,,,3,56,5,,,,Wooded under natural conditions,Yes,Poorly drained,46.0000000,84.0000000,122.0000000,,,,terraces,0.3000000,0.3000000,0.3700000,10.0000000,11.0000000,12.0000000,1016,1143,1270,,,,165,188,210,4,w,,4,w,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,D,Moderate,Moderate,"Fine, smectitic, mesic Typic Albaqualfs",Alfisols,Aqualfs,Albaqualfs,Typic Albaqualfs,fine,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61512,20855539
170,742,81482516,45.498372222000000,-122.839413890000003,.,333.122772220000002,-0.001424458000000,-0.000146715100000,9.564247131300000,62.000000000000000,61451.0000000,,61451,,2225A,"Huberly silt loam, 0 to 3 percent slopes",,1.0000000,1.0000000,,0,20,None,None,3,5.0200000,10.0200005,14.7500000,17.4899998,Poorly drained,Poorly drained,C/D,3,93,3,93,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Slight,93,1.0000000,61451,,,3,,Verboort,Series,No ,,,0.0000000,0.0000000,1.0000000,30,30,61,,3,48,6,,,,,Yes,Poorly drained,45.0000000,60.0000000,80.0000000,180,0,180,"terraces, valleys",0.1600000,0.2300000,0.2300000,11.0000000,12.0000000,12.0000000,1000,1150,1300,,,,165,188,210,3,w,,3,w,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,D,Moderate,High,"Fine, mixed, superactive, mesic Xerertic Argialbolls",Mollisols,Albolls,Argialbolls,Xerertic Argialbolls,fine,not used,superactive,not used,mesic,Xeric,mesic,twelfth edition,,,,,,,N/A,N/A,,,,,61451,20855435
171,743,81487639,45.499769444000002,-122.844897219999993,.,109.678291320000000,-0.001566782000000,-0.005625721100000,7.819264888800000,59.000000000000000,61469.0000000,,61469,,30,McBee silty clay loam,,2.0000000,1.9000000,,76,76,Frequent,Frequent,4,4.9899998,9.3199997,17.7700005,26.8700008,Moderately well drained,Moderately well drained,C,3,89,3,89,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.4570000,Slight,9,1.0000000,61469,,,4,,Wapato,Series,No ,,,0.0000000,2.0000000,3.0000000,,,,,5,38,7,,,,Wooded under natural conditions,Yes,Poorly drained,30.0000000,61.0000000,91.0000000,,,,flood plains,0.1600000,0.1600000,0.2300000,11.0000000,12.0000000,12.0000000,1016,1270,1524,,,,165,188,210,3,w,,3,w,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,D,Moderate,Moderate,"Fine-silty, mixed, mesic Fluvaquentic Haplaquolls",Mollisols,Aquolls,Haplaquolls,Fluvaquentic Haplaquolls,fine-silty,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61469,20855525
172,751,81910497,45.510223388999997,-122.716386360000001,.,268.520446779999986,-0.000933953700000,-0.001557520900000,2.359671115900000,209.000000000000000,61776.0000000,,61776,,18C,"Goble-Urban land complex, 3 to 15 percent slopes",,9.0000000,9.0000000,,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,,90,6,50,Very limited,Somewhat limited,Not rated,Not rated,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Poor,Not rated,Not limited,0.0000000,Severe,0,1.0000000,61776,,,50,,Goble,Series,Yes,,,3.0000000,9.0000000,15.0000000,,,,,4,56,5,,,,,No,Well drained,61.0000000,275.0000000,488.0000000,293,45,158,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,,,,120,143,165,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61776,20854365
173,754,82037896,45.278874321000004,-121.615206040000004,.,217.329696659999996,0.000183310800000,-0.000167994500000,13.511022568000000,1083.000000000000000,2595838.0000000,,2595838,,NOTCOM,No Digital Data Available,,,,,,,,,0,,,,,,,,,100,,100,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,,Not rated,0,,2595838,,,100,,NOTCOM,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,2595838,21831339
174,755,82096280,45.500058332999998,-122.845200000000006,.,295.996582030000013,0.000166811000000,-0.000916960000000,10.774954795999999,63.000000000000000,61469.0000000,,61469,,30,McBee silty clay loam,,2.0000000,1.9000000,,76,76,Frequent,Frequent,4,4.9899998,9.3199997,17.7700005,26.8700008,Moderately well drained,Moderately well drained,C,3,89,3,89,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.4570000,Slight,9,1.0000000,61469,,,4,,Wapato,Series,No ,,,0.0000000,2.0000000,3.0000000,,,,,5,38,7,,,,Wooded under natural conditions,Yes,Poorly drained,30.0000000,61.0000000,91.0000000,,,,flood plains,0.1600000,0.1600000,0.2300000,11.0000000,12.0000000,12.0000000,1016,1270,1524,,,,165,188,210,3,w,,3,w,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,D,Moderate,Moderate,"Fine-silty, mixed, mesic Fluvaquentic Haplaquolls",Mollisols,Aquolls,Haplaquolls,Fluvaquentic Haplaquolls,fine-silty,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61469,20855525
175,756,82096361,45.502941667000002,-122.842474999999993,.,46.447120667000000,0.000030704600000,0.002790518800000,6.687785625500000,59.000000000000000,61419.0000000,,61419,,1,Aloha silt loam,,2.0000000,2.0000000,,54,54,None,None,0,5.0000000,10.0000000,19.9400005,29.5200005,Somewhat poorly drained,Somewhat poorly drained,C/D,2,90,2,90,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Poor,Poor,Somewhat limited,0.0900000,Slight,1,1.0000000,61419,,,1,,Huberly,Series,No ,,,0.0000000,2.0000000,3.0000000,,,,,4,48,6,,,,Wooded under natural conditions,Yes,Poorly drained,46.0000000,61.0000000,76.0000000,,,,terraces,0.3000000,0.3000000,0.3000000,11.0000000,12.0000000,12.0000000,1016,1143,1270,,,,165,188,210,3,w,,3,w,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,D,Moderate,Moderate,"Fine-silty, mixed, mesic Typic Fragiaquepts",Inceptisols,Aquepts,Fragiaquepts,Typic Fragiaquepts,fine-silty,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61419,20855486
176,757,82099053,45.575719444000001,-122.111808330000002,.,127.161109920000001,-0.001960231000000,-0.008461940100000,25.946855544999998,278.000000000000000,61839.0000000,,61839,,4F,"Aschoff-Rock outcrop-Wahkeena association, very steep",,75.0000000,75.0000000,0,,,None,None,0,5.2800002,7.5300002,12.0299997,16.5300007,Well drained,Well drained,B,,90,7,65,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Poor,Not rated,Very limited,1.0000000,Severe,0,1.0000000,61839,,,50,,Aschoff,Series,Yes,,,60.0000000,75.0000000,90.0000000,,,,,5,48,6,,,,,No,Well drained,15.0000000,434.0000000,853.0000000,248,0,113,mountain slopes,0.1600000,0.1600000,0.1600000,9.0000000,11.0000000,12.0000000,1524,2032,2540,,,,100,150,200,7,s,,,,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,B,Moderate,High,"Medial-skeletal, mesic Andic Haplumbrepts",Inceptisols,Umbrepts,Haplumbrepts,Andic Haplumbrepts,medial-skeletal,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61839,20854372
177,758,82109949,45.574491666999997,-122.107716670000002,.,159.537124629999994,-0.003441745200000,-0.007440588400000,17.666534424000002,340.000000000000000,61839.0000000,,61839,,4F,"Aschoff-Rock outcrop-Wahkeena association, very steep",,75.0000000,75.0000000,0,,,None,None,0,5.2800002,7.5300002,12.0299997,16.5300007,Well drained,Well drained,B,,90,7,65,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Poor,Not rated,Very limited,1.0000000,Severe,0,1.0000000,61839,,,50,,Aschoff,Series,Yes,,,60.0000000,75.0000000,90.0000000,,,,,5,48,6,,,,,No,Well drained,15.0000000,434.0000000,853.0000000,248,0,113,mountain slopes,0.1600000,0.1600000,0.1600000,9.0000000,11.0000000,12.0000000,1524,2032,2540,,,,100,150,200,7,s,,,,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,B,Moderate,High,"Medial-skeletal, mesic Andic Haplumbrepts",Inceptisols,Umbrepts,Haplumbrepts,Andic Haplumbrepts,medial-skeletal,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61839,20854372
178,765,82230061,45.472917287000001,-122.504052720000004,.,304.503662109999993,0.000971089200000,0.001462330500000,6.610957622500000,181.000000000000000,61868.0000000,,61868,,7C,"Cascade silt loam, 8 to 15 percent slopes",,12.0000000,12.0000000,,61,61,None,None,0,4.7500000,9.5000000,13.2399998,13.7399998,Somewhat poorly drained,Somewhat poorly drained,C,3,90,3,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0130000,Severe,0,1.0000000,61868,,,90,,Cascade,Series,Yes,,,8.0000000,12.0000000,15.0000000,,,,,4,56,5,,,,,No,Somewhat poorly drained,76.0000000,252.0000000,427.0000000,180,0,180,hillslopes,0.2300000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,,,,165,188,210,3,e,,3,e,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,C,Moderate,High,"Fine-silty, mixed, mesic Typic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Typic Fragiumbrepts,fine-silty,,,not used,mesic,Oxyaquic,mesic,,,,,,,,N/A,N/A,,,,,61868,20854385
179,766,82316681,45.499588838000001,-122.844368220000007,.,120.607933040000006,0.000027023100000,-0.001302621900000,11.622556685999999,63.000000000000000,61419.0000000,,61419,,1,Aloha silt loam,,2.0000000,2.0000000,,54,54,None,None,0,5.0000000,10.0000000,19.9400005,29.5200005,Somewhat poorly drained,Somewhat poorly drained,C/D,2,90,2,90,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Poor,Poor,Somewhat limited,0.0900000,Slight,1,1.0000000,61419,,,1,,Huberly,Series,No ,,,0.0000000,2.0000000,3.0000000,,,,,4,48,6,,,,Wooded under natural conditions,Yes,Poorly drained,46.0000000,61.0000000,76.0000000,,,,terraces,0.3000000,0.3000000,0.3000000,11.0000000,12.0000000,12.0000000,1016,1143,1270,,,,165,188,210,3,w,,3,w,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,D,Moderate,Moderate,"Fine-silty, mixed, mesic Typic Fragiaquepts",Inceptisols,Aquepts,Fragiaquepts,Typic Fragiaquepts,fine-silty,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61419,20855486
180,767,82319512,45.514002540000000,-122.719621079999996,.,92.541938782000003,0.001012132700000,0.000826444100000,3.838644981400000,273.000000000000000,61773.0000000,,61773,,17C,"Goble silt loam, 3 to 15 percent slopes",,9.0000000,9.0000000,,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,,85,6,85,Very limited,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Not limited,0.0000000,Severe,0,1.0000000,61773,,,85,,Goble,Series,Yes,,,3.0000000,9.0000000,15.0000000,,,,,4,56,5,,,,,No,Well drained,61.0000000,275.0000000,488.0000000,248,0,113,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,,,,120,143,165,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61773,20854362
181,768,82327258,45.512794880000001,-122.715977080000002,.,232.506896970000014,-0.003292123600000,-0.000096791800000,6.576383113900000,231.000000000000000,61774.0000000,,61774,,17D,"Goble silt loam, 15 to 30 percent slopes",,23.0000000,23.0000000,,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,,85,6,85,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.9200000,Severe,0,1.0000000,61774,,,85,,Goble,Series,Yes,,,15.0000000,23.0000000,30.0000000,,,,,4,56,5,,,,,No,Well drained,61.0000000,275.0000000,488.0000000,338,68,158,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,,,,120,143,165,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61774,20854363
182,769,82335470,45.513185900000003,-122.714087980000002,.,228.345901489999989,0.002362898800000,-0.001156004100000,6.523302078200000,253.000000000000000,61773.0000000,,61773,,17C,"Goble silt loam, 3 to 15 percent slopes",,9.0000000,9.0000000,,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,,85,6,85,Very limited,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Not limited,0.0000000,Severe,0,1.0000000,61773,,,85,,Goble,Series,Yes,,,3.0000000,9.0000000,15.0000000,,,,,4,56,5,,,,,No,Well drained,61.0000000,275.0000000,488.0000000,248,0,113,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,,,,120,143,165,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61773,20854362
183,770,82336309,45.513087120000002,-122.714325040000006,.,237.207183839999999,0.001847976800000,-0.000922087000000,8.351624488800001,251.000000000000000,61773.0000000,,61773,,17C,"Goble silt loam, 3 to 15 percent slopes",,9.0000000,9.0000000,,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,,85,6,85,Very limited,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Not limited,0.0000000,Severe,0,1.0000000,61773,,,85,,Goble,Series,Yes,,,3.0000000,9.0000000,15.0000000,,,,,4,56,5,,,,,No,Well drained,61.0000000,275.0000000,488.0000000,248,0,113,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,,,,120,143,165,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61773,20854362
184,771,82338709,45.512928469000002,-122.710756829999994,.,124.906616209999996,-0.001811979000000,0.000701282400000,10.490736008000001,235.000000000000000,61773.0000000,,61773,,17C,"Goble silt loam, 3 to 15 percent slopes",,9.0000000,9.0000000,,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,,85,6,85,Very limited,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Not limited,0.0000000,Severe,0,1.0000000,61773,,,85,,Goble,Series,Yes,,,3.0000000,9.0000000,15.0000000,,,,,4,56,5,,,,,No,Well drained,61.0000000,275.0000000,488.0000000,248,0,113,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,,,,120,143,165,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61773,20854362
185,772,82345498,45.511869750999999,-122.714991620000006,.,216.170303340000004,-0.001126002500000,-0.000647395900000,6.904680728900000,229.000000000000000,61774.0000000,,61774,,17D,"Goble silt loam, 15 to 30 percent slopes",,23.0000000,23.0000000,,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,,85,6,85,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.9200000,Severe,0,1.0000000,61774,,,85,,Goble,Series,Yes,,,15.0000000,23.0000000,30.0000000,,,,,4,56,5,,,,,No,Well drained,61.0000000,275.0000000,488.0000000,338,68,158,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,,,,120,143,165,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61774,20854363
186,773,82350037,45.512407953000000,-122.715653119999999,.,231.441467289999991,-0.003047457200000,-0.000677894800000,8.760699272200000,231.000000000000000,61774.0000000,,61774,,17D,"Goble silt loam, 15 to 30 percent slopes",,23.0000000,23.0000000,,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,,85,6,85,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.9200000,Severe,0,1.0000000,61774,,,85,,Goble,Series,Yes,,,15.0000000,23.0000000,30.0000000,,,,,4,56,5,,,,,No,Well drained,61.0000000,275.0000000,488.0000000,338,68,158,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,,,,120,143,165,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61774,20854363
