OID_,Field1,ID2,lat,long,el,RASTERVALU,VAT_Mapuni,VAT_Mapu_1,muaggatt_O,muaggatt_m,muaggatt_1,muaggatt_2,muaggatt_s,muaggatt_3,muaggatt_b,muaggatt_w,muaggatt_4,muaggatt_f,muaggatt_5,muaggatt_p,muaggatt_a,muaggatt_6,muaggatt_7,muaggatt_8,muaggatt_d,muaggatt_9,muaggatt_h,muaggatt_i,muaggat_10,muaggatt_n,muaggat_11,muaggatt_e,muaggat_12,muaggat_13,muaggat_14,muaggat_15,muaggat_16,muaggat_17,muaggat_18,muaggat_19,muaggat_20,muaggat_21,muaggat_22,muaggatt_u,muaggat_23,muaggat_24,muaggat_25,muaggat_26,muaggat_27,component_,component1,componen_1,componen_2,componen_3,componen_4,componen_5,componen_6,componen_7,componen_8,componen_9,compone_10,compone_11,compone_12,compone_13,compone_14,compone_15,compone_16,compone_17,compone_18,compone_19,compone_20,compone_21,compone_22,compone_23,compone_24,compone_25,compone_26,compone_27,compone_28,compone_29,compone_30,compone_31,compone_32,compone_33,compone_34,compone_35,compone_36,compone_37,compone_38,compone_39,compone_40,compone_41,compone_42,compone_43,compone_44,compone_45,compone_46,compone_47,compone_48,compone_49,compone_50,compone_51,compone_52,compone_53,compone_54,compone_55,compone_56,compone_57,compone_58,compone_59,compone_60,compone_61,compone_62,compone_63,compone_64,compone_65,compone_66,compone_67,compone_68,compone_69,compone_70,compone_71,compone_72,compone_73,compone_74,compone_75,compone_76,compone_77,compone_78,compone_79,compone_80,compone_81,compone_82,compone_83,compone_84,compone_85,compone_86,compone_87,compone_88,compone_89,compone_90,compone_91,compone_92,compone_93,compone_94,compone_95,compone_96,compone_97,compone_98,compone_99,compon_100,compon_101,compon_102,compon_103,compon_104,compon_105,compon_106,compon_107,compon_108
10,254,70380081,45.490310277799999,-122.748134722000003,.,61432.0000000,75540.000000000000000,61432,2661,16C,"Delena silt loam, 3 to 12 percent slopes",-9999,8.0000000,8.0000000,-9999,23,23,None,None,0,5.0000000,10.0000000,12.9600000,14.9600000,Poorly drained,Poorly drained,D,-9999,90,4,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Moderate,90,1.0000000,61432,7981,-9999,90,-9999,Delena,Series,Yes,-9999,-9999,3.0000000,8.0000000,12.0000000,-9999,-9999,-9999,-9999,4,56,5,-9999,-9999,-9999,Wooded under natural conditions,Yes,Poorly drained,76.0000000,252.0000000,427.0000000,113,225,338,swales,0.1600000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,-9999,-9999,-9999,165,188,210,4,w,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Low,0,0,0,-9999,-9999,-9999,D,Low,High,"Fine-silty, mixed, mesic Humic Fragiaquepts",Inceptisols,Aquepts,Fragiaquepts,Humic Fragiaquepts,fine-silty,-9999,-9999,not used,mesic,Typic,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61432,20855329
11,303,71720072,45.457253000000001,-122.674974000000006,.,61867.0000000,108205.000000000000000,61867,3147,7B,"Cascade silt loam, 3 to 8 percent slopes",-9999,6.0000000,6.0000000,-9999,61,61,None,None,0,4.7500000,9.5000000,13.2399998,13.7399998,Somewhat poorly drained,Somewhat poorly drained,C,3,90,3,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0130000,Moderate,0,1.0000000,61867,8772,-9999,90,-9999,Cascade,Series,Yes,-9999,-9999,3.0000000,6.0000000,8.0000000,-9999,-9999,-9999,-9999,4,56,5,-9999,-9999,-9999,-9999,No,Somewhat poorly drained,76.0000000,252.0000000,427.0000000,-9999,-9999,-9999,hillslopes,0.2300000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,-9999,-9999,-9999,165,188,210,3,w,-9999,3,w,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Low,0,0,0,-9999,-9999,-9999,C,Moderate,High,"Fine-silty, mixed, mesic Typic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Typic Fragiumbrepts,fine-silty,-9999,-9999,not used,mesic,Oxyaquic,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61867,20854384
12,306,71825898,45.548788888899999,-122.490841666999998,.,61815.0000000,31073.000000000000000,61815,3095,36A,"Quafeno loam, 0 to 3 percent slopes",-9999,2.0000000,2.0000000,165,76,76,None,None,0,4.2600002,8.5200005,16.9400005,24.9400005,Moderately well drained,Moderately well drained,C,2,90,2,90,Not limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Not limited,Fair,Fair,Somewhat limited,0.0360000,Slight,1,0.8580000,61815,8673,-9999,1,-9999,Sauvie,Series,No,-9999,-9999,0.0000000,1.0000000,2.0000000,-9999,-9999,-9999,-9999,5,48,6,-9999,-9999,-9999,-9999,Yes,Poorly drained,3.0000000,5.0000000,6.0000000,-9999,-9999,-9999,flood plains,0.2300000,0.2300000,0.2300000,11.0000000,12.0000000,12.0000000,1016,1270,1524,-9999,-9999,-9999,165,188,210,6,w,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,None,0,0,0,-9999,-9999,-9999,D,Moderate,Moderate,"Fine-silty, mixed, mesic Fluvaquentic Haplaquolls",Mollisols,Aquolls,Haplaquolls,Fluvaquentic Haplaquolls,fine-silty,-9999,-9999,not used,mesic,-9999,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61815,20854495
13,312,71979089,45.336908000000001,-122.693330000000003,.,61723.0000000,212636.000000000000000,61723,3510,78C,"Saum silt loam, 8 to 15 percent slopes",-9999,12.0000000,12.0000000,127,-9999,-9999,None,None,0,4.9499998,9.6999998,17.5000000,21.2800007,Well drained,Well drained,C,2,80,2,80,Somewhat limited,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Poor,Poor,Somewhat limited,0.0480000,Severe,0,0.6330000,61723,9263,-9999,80,-9999,Saum,Series,Yes,-9999,-9999,8.0000000,12.0000000,15.0000000,-9999,-9999,-9999,-9999,3,48,6,-9999,-9999,-9999,-9999,No,Well drained,76.0000000,160.0000000,244.0000000,315,135,315,hillslopes,0.2300000,0.2300000,0.2300000,11.0000000,12.0000000,12.0000000,1016,1143,1270,-9999,-9999,-9999,165,188,210,2,e,-9999,2,e,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Low,0,0,0,-9999,-9999,-9999,C,Moderate,High,"Fine, mixed, mesic Typic Xerumbrepts",Inceptisols,Umbrepts,Xerumbrepts,Typic Xerumbrepts,fine,-9999,-9999,not used,mesic,Typic,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61723,20855811
14,313,72022600,45.447609000000000,-122.689683000000002,.,61868.0000000,195519.000000000000000,61868,3148,7C,"Cascade silt loam, 8 to 15 percent slopes",-9999,12.0000000,12.0000000,-9999,61,61,None,None,0,4.7500000,9.5000000,13.2399998,13.7399998,Somewhat poorly drained,Somewhat poorly drained,C,3,90,3,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0130000,Severe,0,1.0000000,61868,8773,-9999,90,-9999,Cascade,Series,Yes,-9999,-9999,8.0000000,12.0000000,15.0000000,-9999,-9999,-9999,-9999,4,56,5,-9999,-9999,-9999,-9999,No,Somewhat poorly drained,76.0000000,252.0000000,427.0000000,180,0,180,hillslopes,0.2300000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,-9999,-9999,-9999,165,188,210,3,e,-9999,3,e,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Low,0,0,0,-9999,-9999,-9999,C,Moderate,High,"Fine-silty, mixed, mesic Typic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Typic Fragiumbrepts,fine-silty,-9999,-9999,not used,mesic,Oxyaquic,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61868,20854385
15,314,72065430,45.371138888899999,-122.615161111000006,.,61753.0000000,568357.000000000000000,61753,3540,92F,"Xerochrepts and Haploxerolls, very steep",-9999,40.0000000,40.0000000,-9999,107,137,None,None,0,4.6799998,8.6499996,16.5900002,24.2000008,Well drained,Well drained,B,-9999,85,6,85,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Severe,0,1.0000000,61753,9320,-9999,35,-9999,Haploxerolls,Taxon above family,Yes,-9999,-9999,20.0000000,40.0000000,60.0000000,-9999,-9999,-9999,-9999,5,48,6,-9999,-9999,-9999,-9999,No,Well drained,15.0000000,160.0000000,305.0000000,315,135,315,terraces,-9999.0000000,0.2300000,-9999.0000000,10.0000000,11.0000000,12.0000000,1016,1270,1524,-9999,-9999,-9999,165,188,210,6,e,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,None,0,0,0,-9999,-9999,-9999,B,Moderate,High,Mesic Haploxerolls,Mollisols,Xerolls,Haploxerolls,-9999,not used,-9999,-9999,not used,not used,-9999,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61753,20855857
16,323,72231921,45.460527999999996,-122.738275000000002,.,61870.0000000,176277.000000000000000,61870,3150,7E,"Cascade silt loam, 30 to 60 percent slopes",-9999,45.0000000,45.0000000,-9999,61,61,None,None,0,4.7500000,9.5000000,13.2399998,13.7399998,Somewhat poorly drained,Somewhat poorly drained,C,-9999,85,6,85,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Severe,0,1.0000000,61870,8775,-9999,85,-9999,Cascade,Series,Yes,-9999,-9999,30.0000000,45.0000000,60.0000000,-9999,-9999,-9999,-9999,4,56,5,-9999,-9999,-9999,-9999,No,Somewhat poorly drained,76.0000000,252.0000000,427.0000000,158,225,293,hillslopes,0.2300000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,-9999,-9999,-9999,165,188,210,6,e,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Low,0,0,0,-9999,-9999,-9999,C,Moderate,High,"Fine-silty, mixed, mesic Typic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Typic Fragiumbrepts,fine-silty,-9999,-9999,not used,mesic,Oxyaquic,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61870,20854387
17,324,72288005,45.551028972200001,-122.616241971999997,.,61846.0000000,481942.000000000000000,61846,3126,52A,"Urban land-Multnomah complex, 0 to 3 percent slopes",-9999,2.0000000,2.0000000,-9999,-9999,-9999,None,None,0,4.9000001,9.3999996,18.2600002,20.2600002,-9999,Well drained,-9999,-9999,50,8,50,Not rated,Not rated,Not limited,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.0240000,Not rated,0,1.0000000,61846,8734,-9999,40,-9999,Multnomah,Series,Yes,-9999,-9999,0.0000000,2.0000000,3.0000000,-9999,-9999,-9999,-9999,3,56,5,-9999,-9999,-9999,-9999,No,Well drained,46.0000000,84.0000000,122.0000000,-9999,-9999,-9999,terraces,0.1600000,0.1600000,0.2300000,11.0000000,12.0000000,12.0000000,1016,1270,1524,-9999,-9999,-9999,165,188,210,3,s,-9999,3,s,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Low,0,0,0,-9999,-9999,-9999,B,Moderate,High,"Fine-loamy over sandy or sandy-skeletal, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,fine-loamy over sandy or sandy-skeletal,-9999,-9999,not used,mesic,Typic,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61846,20854322
18,325,72340913,45.296822045399999,-121.784687645000005,.,2595840.0000000,41034649.000000000000000,2595838,3162,NOTCOM,No Digital Data Available,-9999,-9999.0000000,-9999.0000000,-9999,-9999,-9999,-9999,-9999,0,-9999.0000000,-9999.0000000,-9999.0000000,-9999.0000000,-9999,-9999,-9999,-9999,100,-9999,100,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,-9999.0000000,Not rated,0,-9999.0000000,2595838,8790,-9999,100,-9999,NOTCOM,-9999,Yes,-9999,-9999,-9999.0000000,-9999.0000000,-9999.0000000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999.0000000,-9999.0000000,-9999.0000000,-9999,-9999,-9999,-9999,-9999.0000000,-9999.0000000,-9999.0000000,-9999.0000000,-9999.0000000,-9999.0000000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,2595838,21831339
19,326,72340914,45.296822045399999,-121.784687645000005,.,2595840.0000000,41034649.000000000000000,2595838,3162,NOTCOM,No Digital Data Available,-9999,-9999.0000000,-9999.0000000,-9999,-9999,-9999,-9999,-9999,0,-9999.0000000,-9999.0000000,-9999.0000000,-9999.0000000,-9999,-9999,-9999,-9999,100,-9999,100,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,-9999.0000000,Not rated,0,-9999.0000000,2595838,8790,-9999,100,-9999,NOTCOM,-9999,Yes,-9999,-9999,-9999.0000000,-9999.0000000,-9999.0000000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999.0000000,-9999.0000000,-9999.0000000,-9999,-9999,-9999,-9999,-9999.0000000,-9999.0000000,-9999.0000000,-9999.0000000,-9999.0000000,-9999.0000000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,2595838,21831339
20,331,72544980,45.473250928399999,-122.424381897000004,.,61868.0000000,195519.000000000000000,61868,3148,7C,"Cascade silt loam, 8 to 15 percent slopes",-9999,12.0000000,12.0000000,-9999,61,61,None,None,0,4.7500000,9.5000000,13.2399998,13.7399998,Somewhat poorly drained,Somewhat poorly drained,C,3,90,3,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0130000,Severe,0,1.0000000,61868,8773,-9999,90,-9999,Cascade,Series,Yes,-9999,-9999,8.0000000,12.0000000,15.0000000,-9999,-9999,-9999,-9999,4,56,5,-9999,-9999,-9999,-9999,No,Somewhat poorly drained,76.0000000,252.0000000,427.0000000,180,0,180,hillslopes,0.2300000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,-9999,-9999,-9999,165,188,210,3,e,-9999,3,e,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Low,0,0,0,-9999,-9999,-9999,C,Moderate,High,"Fine-silty, mixed, mesic Typic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Typic Fragiumbrepts,fine-silty,-9999,-9999,not used,mesic,Oxyaquic,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61868,20854385
21,338,72728549,45.481484005500000,-122.460056346000002,.,61854.0000000,58582.000000000000000,61854,3134,55,Wapato silt loam,-9999,2.0000000,2.0999999,-9999,15,15,Frequent,Frequent,93,4.2700000,8.5100002,16.4300003,21.5400009,Poorly drained,Poorly drained,C/D,3,90,3,91,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Slight,93,1.0000000,61854,8753,-9999,1,-9999,Wollent,Series,No,-9999,-9999,0.0000000,2.0000000,3.0000000,-9999,-9999,-9999,-9999,5,56,5,-9999,-9999,-9999,Wooded under natural conditions,Yes,Poorly drained,61.0000000,92.0000000,122.0000000,-9999,-9999,-9999,terraces,0.1600000,0.2300000,0.2300000,11.0000000,12.0000000,12.0000000,1270,1397,1524,-9999,-9999,-9999,165,188,210,3,w,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,None,0,0,0,-9999,-9999,-9999,D,Moderate,Moderate,"Fine-silty, mixed, nonacid, mesic Typic Humaquepts",Inceptisols,Aquepts,Humaquepts,Typic Humaquepts,fine-silty,-9999,-9999,nonacid,mesic,Typic,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61854,20854348
22,339,72729701,45.478589283700003,-122.457601951000001,.,61854.0000000,58582.000000000000000,61854,3134,55,Wapato silt loam,-9999,2.0000000,2.0999999,-9999,15,15,Frequent,Frequent,93,4.2700000,8.5100002,16.4300003,21.5400009,Poorly drained,Poorly drained,C/D,3,90,3,91,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Slight,93,1.0000000,61854,8753,-9999,1,-9999,Wollent,Series,No,-9999,-9999,0.0000000,2.0000000,3.0000000,-9999,-9999,-9999,-9999,5,56,5,-9999,-9999,-9999,Wooded under natural conditions,Yes,Poorly drained,61.0000000,92.0000000,122.0000000,-9999,-9999,-9999,terraces,0.1600000,0.2300000,0.2300000,11.0000000,12.0000000,12.0000000,1270,1397,1524,-9999,-9999,-9999,165,188,210,3,w,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,None,0,0,0,-9999,-9999,-9999,D,Moderate,Moderate,"Fine-silty, mixed, nonacid, mesic Typic Humaquepts",Inceptisols,Aquepts,Humaquepts,Typic Humaquepts,fine-silty,-9999,-9999,nonacid,mesic,Typic,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61854,20854348
23,340,72860248,45.595605555600002,-122.786769444000001,.,61855.0000000,91014.000000000000000,61855,3135,56E,"Wauld very gravelly loam, 30 to 70 percent slopes",-9999,50.0000000,50.0000000,79,-9999,-9999,None,None,0,4.0100002,6.0100002,8.3299999,8.3299999,Well drained,Well drained,C,-9999,80,7,80,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Severe,0,1.0000000,61855,8756,-9999,80,-9999,Wauld,Series,Yes,-9999,-9999,30.0000000,50.0000000,70.0000000,-9999,-9999,-9999,-9999,2,0,8,-9999,-9999,-9999,-9999,No,Well drained,76.0000000,191.0000000,305.0000000,338,68,158,mountains,0.1600000,0.1600000,0.2300000,10.0000000,11.0000000,11.0000000,1524,1651,1778,-9999,-9999,-9999,145,173,200,7,s,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Low,0,0,0,-9999,-9999,-9999,C,Low,Moderate,"Loamy-skeletal, mixed, mesic Typic Haplumbrepts",Inceptisols,Umbrepts,Haplumbrepts,Typic Haplumbrepts,loamy-skeletal,-9999,-9999,not used,mesic,Typic,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61855,20854351
24,341,72905217,45.507138828999999,-122.627643250999995,.,61842.0000000,384422.000000000000000,61842,3122,51A,"Urban land-Latourell complex, 0 to 3 percent slopes",-9999,2.0000000,2.0000000,-9999,-9999,-9999,None,None,0,4.5000000,9.0000000,18.0000000,26.1200008,-9999,Well drained,-9999,-9999,50,8,50,Not rated,Not rated,Not limited,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.0160000,Not rated,0,0.1070000,61842,8726,-9999,40,-9999,Latourell,Series,Yes,-9999,-9999,0.0000000,2.0000000,3.0000000,-9999,-9999,-9999,-9999,4,56,5,-9999,-9999,-9999,-9999,No,Well drained,15.0000000,69.0000000,122.0000000,-9999,-9999,-9999,terraces,0.2300000,0.2300000,0.3000000,11.0000000,12.0000000,12.0000000,1016,1270,1524,-9999,-9999,-9999,165,188,210,1,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Low,0,0,0,-9999,-9999,-9999,B,Moderate,Low,"Fine-loamy, mixed, mesic Ultic Haploxeralfs",Alfisols,Xeralfs,Haploxeralfs,Ultic Haploxeralfs,fine-loamy,-9999,-9999,not used,mesic,Typic,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61842,20854314
25,348,73051714,45.477837904799998,-122.457855867000006,.,61867.0000000,108205.000000000000000,61867,3147,7B,"Cascade silt loam, 3 to 8 percent slopes",-9999,6.0000000,6.0000000,-9999,61,61,None,None,0,4.7500000,9.5000000,13.2399998,13.7399998,Somewhat poorly drained,Somewhat poorly drained,C,3,90,3,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0130000,Moderate,0,1.0000000,61867,8772,-9999,90,-9999,Cascade,Series,Yes,-9999,-9999,3.0000000,6.0000000,8.0000000,-9999,-9999,-9999,-9999,4,56,5,-9999,-9999,-9999,-9999,No,Somewhat poorly drained,76.0000000,252.0000000,427.0000000,-9999,-9999,-9999,hillslopes,0.2300000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,-9999,-9999,-9999,165,188,210,3,w,-9999,3,w,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Low,0,0,0,-9999,-9999,-9999,C,Moderate,High,"Fine-silty, mixed, mesic Typic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Typic Fragiumbrepts,fine-silty,-9999,-9999,not used,mesic,Oxyaquic,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61867,20854384
26,352,73140023,45.540166930300003,-122.723162630999994,.,61855.0000000,91014.000000000000000,61855,3135,56E,"Wauld very gravelly loam, 30 to 70 percent slopes",-9999,50.0000000,50.0000000,79,-9999,-9999,None,None,0,4.0100002,6.0100002,8.3299999,8.3299999,Well drained,Well drained,C,-9999,80,7,80,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Severe,0,1.0000000,61855,8756,-9999,80,-9999,Wauld,Series,Yes,-9999,-9999,30.0000000,50.0000000,70.0000000,-9999,-9999,-9999,-9999,2,0,8,-9999,-9999,-9999,-9999,No,Well drained,76.0000000,191.0000000,305.0000000,338,68,158,mountains,0.1600000,0.1600000,0.2300000,10.0000000,11.0000000,11.0000000,1524,1651,1778,-9999,-9999,-9999,145,173,200,7,s,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Low,0,0,0,-9999,-9999,-9999,C,Low,Moderate,"Loamy-skeletal, mixed, mesic Typic Haplumbrepts",Inceptisols,Umbrepts,Haplumbrepts,Typic Haplumbrepts,loamy-skeletal,-9999,-9999,not used,mesic,Typic,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61855,20854351
27,361,73458585,45.337791666699999,-122.591841666999997,.,61656.0000000,1204743.000000000000000,61656,3443,45B,"Jory silty clay loam, 2 to 8 percent slopes",-9999,5.0000000,5.0000000,-9999,-9999,-9999,None,None,0,5.0000000,9.3199997,17.3199997,25.3199997,Well drained,Well drained,C,2,90,2,90,Somewhat limited,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Very limited,Somewhat limited,Somewhat limited,Somewhat limited,Poor,Poor,Somewhat limited,0.0130000,Moderate,0,0.2960000,61656,9166,-9999,90,-9999,Jory,Series,Yes,-9999,-9999,2.0000000,5.0000000,8.0000000,-9999,-9999,-9999,-9999,5,48,6,-9999,-9999,-9999,-9999,No,Well drained,76.0000000,221.0000000,366.0000000,-9999,-9999,-9999,hillslopes,0.1600000,0.1600000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,-9999,-9999,-9999,165,188,210,2,e,-9999,2,e,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Low,0,0,0,-9999,-9999,-9999,C,Moderate,High,"Clayey, mixed, mesic Xeric Palehumults",Ultisols,Humults,Palehumults,Xeric Palehumults,clayey,-9999,-9999,not used,mesic,Typic,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61656,20855721
